BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
X2965,ERS,JEROME AVE & MOUNT HOPE PL,10453,Bronx,BX05,14,40.8494181,-73.91112232,POINT (-73.91112232 40.8494181),10931,6,5,29,29
M1262,ERS,3 AVE & E 100 ST,10029,Manhattan,MN11,5,40.78775317,-73.94746094,POINT (-73.94746094 40.78775317),12426,7,4,35,14
M1483,ERS,1 AVE & E 126 ST,10035,Manhattan,MN11,8,40.80248977,-73.93089359,POINT (-73.93089359 40.80248977),13093,7,4,35,16
B0628,ERS,VANDERBILT AVE & DEKALB AVE,11205,Brooklyn,BK02,35,40.68946752,-73.96910363,POINT (-73.96910363 40.68946752),17212,68,2,48,55
Q1401,BARS,CRONSTON AVE & BEACH 124 ST,11694,Queens,QN14,32,40.58113253,-73.84592173,POINT (-73.84592173 40.58113253),20532,51,3,41,58
M1151,ERS,BROADWAY & W 84 ST,10024,Manhattan,MN07,6,40.78704606,-73.97758535,POINT (-73.97758535 40.78704606),12421,20,4,19,12
X3722,ERS,BROADWAY & W 230 ST,10463,Bronx,BX08,11,40.87691333,-73.90657623,POINT (-73.90657623 40.87691333),11272,48,5,40,33
B1816,ERS,ETNA AVE & RICHMOND ST,11208,Brooklyn,BK05,37,40.68582132,-73.87737336,POINT (-73.87737336 40.68582132),17215,45,2,37,47
Q5436,BARS,110 AVE & SPRINGFIELD BLVD,11429,Queens,QN13,27,40.70838463,-73.73861196,POINT (-73.73861196 40.70838463),24338,63,3,6,63
B1311,ERS,8 AVE & 16 ST,11215,Brooklyn,BK07,39,40.66153948,-73.98273252,POINT (-73.98273252 40.66153948),17617,9,2,27,45
R1876,ERS,ADAMS AVE & NORTH RAILROAD AVE,10306,Staten Island,SI02,50,40.5832691,-74.1041134,POINT (-74.1041134 40.5832691),10693,30,1,14,76
R1223,BARS,SAND LA & OLYMPIA BLVD,10305,Staten Island,SI02,50,40.59278577,-74.06831811,POINT (-74.06831811 40.59278577),10692,30,1,14,76
X3785,ERS,ARLINGTON AVE & W 246 ST,10471,Bronx,BX08,11,40.89263163,-73.90990306,POINT (-73.90990306 40.89263163),11609,48,5,40,33
B0455,ERS,COURT ST & MONTAGUE ST,11201,Brooklyn,BK02,33,40.69373505,-73.99044693,POINT (-73.99044693 40.69373505),16865,68,2,38,54
M1019,ERS,1 AVE & E 70 ST,10021,Manhattan,MN08,5,40.76649344,-73.95695607,POINT (-73.95695607 40.76649344),12083,23,4,1,11
Q1095,BARS,MOTT AVE & MCBRIDE ST,11691,Queens,QN14,31,40.60573893,-73.757706,POINT (-73.757706 40.60573893),20529,51,3,47,59
M1340,ERS,RIVERSIDE DR & W 111 ST,10025,Manhattan,MN09,7,40.80545283,-73.96772277,POINT (-73.96772277 40.80545283),12422,37,4,23,17
X4903,ERS,UNIVERSITY AVE & W KINGSBRIDGE RD,10468,Bronx,BX07,14,40.86828265,-73.90106211,POINT (-73.90106211 40.86828265),11606,24,5,29,34
R0026,BARS,JERSEY ST 500' S OF RICHMOND TERR,10301,Staten Island,SI01,49,40.64536605,-74.08785112,POINT (-74.08785112 40.64536605),10369,4,1,13,74
Q9509,ERS,WOODHAVEN BLVD & 65 AVE,11374,Queens,QN05,29,40.71997671,-73.86523871,POINT (-73.86523871 40.71997671),15309,54,3,34,62
R1494,BARS,SEA VIEW AVE & HYLAN BLVD,10305,Staten Island,SI02,50,40.58663049,-74.09220985,POINT (-74.09220985 40.58663049),10692,30,1,14,76
X3085,ERS,DORSEY & SEDDON STS,10461,Bronx,BX10,13,40.84069738,-73.84906246,POINT (-73.84906246 40.84069738),11270,43,5,12,28
R4852,ERS,YETMAN AVE & HYLAN BLVD,10307,Staten Island,SI03,51,40.50483163,-74.24163828,POINT (-74.24163828 40.50483163),10694,15,1,9,77
X2658,ERS,SOLON PL & HAVEMEYER AVE,10473,Bronx,BX09,18,40.82025032,-73.84504791,POINT (-73.84504791 40.82025032),11611,58,5,31,26
B1984,ERS,WILLIAMS AVE 600' S OF STANLEY AVE,11236,Brooklyn,BK18,42,40.65301502,-73.89428989,POINT (-73.89428989 40.65301502),17214,5,2,25,42
Q4554,ERS,LEAVITT ST & 137 ST,11354,Queens,QN07,20,40.76568772,-73.82912909,POINT (-73.82912909 40.76568772),13832,22,3,3,67
R4882,ERS,MASSACHUSETTS AVE 500' N OF HYLAN BLVD,10307,Staten Island,SI03,51,40.50436703,-74.25089386,POINT (-74.25089386 40.50436703),10694,15,1,9,77
Q5373,BARS,LINDEN BLVD & 176 ST,11434,Queens,QN12,27,40.69290356,-73.77360351,POINT (-73.77360351 40.69290356),24669,41,3,6,71
R1772,BARS,BUCHANAN AVE & HAROLD ST,10314,Staten Island,SI02,49,40.60126175,-74.13311765,POINT (-74.13311765 40.60126175),10700,30,1,13,75
M0529,ERS,GREENWICH AVE & BANK ST,10014,Manhattan,MN02,3,40.73716857,-74.00146275,POINT (-74.00146275 40.73716857),12074,57,4,10,3
M0256,ERS,NORFOLK ST & GRAND ST,10002,Manhattan,MN03,1,40.7164457,-73.98836626,POINT (-73.98836626 40.7164457),11723,70,4,32,4
Q7109,BARS,MASPETH AVE & PAGE PL,11378,Queens,QN05,30,40.72200551,-73.91655468,POINT (-73.91655468 40.72200551),14788,53,3,34,66
R1108,ERS,LISK AVE & SOUTH AVE,10303,Staten Island,SI01,49,40.6231246,-74.16759586,POINT (-74.16759586 40.6231246),10371,4,1,13,75
Q7361,BARS,38 AVE & 27 ST,11101,Queens,QN01,26,40.75539132,-73.93503981,POINT (-73.93503981 40.75539132),16858,39,3,33,72
Q7817,BARS,ROOSEVELT AVE & 62 ST,11377,Queens,QN02,26,40.74573086,-73.90211693,POINT (-73.90211693 40.74573086),14787,53,3,33,66
R0374,ERS,BROADWAY & MARKHAM RD,10310,Staten Island,SI01,49,40.63889764,-74.11768776,POINT (-74.11768776 40.63889764),10697,4,1,13,74
B3185,ERS,AVENUE L & E 72 ST,11234,Brooklyn,BK18,46,40.62637184,-73.91449727,POINT (-73.91449727 40.62637184),13825,5,2,8,38
Q9181,ERS,64 AVE & 102 ST,11375,Queens,QN06,29,40.73175437,-73.85358841,POINT (-73.85358841 40.73175437),14785,40,3,28,70
B3995,BARS,AVENUE S & COLEMAN ST,11234,Brooklyn,BK18,46,40.61207456,-73.92774665,POINT (-73.92774665 40.61207456),13825,5,2,8,38
B1489,ERS,10 AVE & 40 ST,11219,Brooklyn,BK12,39,40.64406012,-73.99348583,POINT (-73.99348583 40.64406012),17621,2,2,7,39
Q6781,BARS,80 AVE & 265 ST,11004,Queens,QN13,23,40.74584553,-73.70653275,POINT (-73.70653275 40.74584553),16098,63,3,16,63
B1010,ERS,PLAZA ST & BUTLER PL,11238,Brooklyn,BK08,35,40.67471278,-73.96899919,POINT (-73.96899919 40.67471278),13829,13,2,27,50
R3856,BARS,ARMSTRONG AVE & OCEANVIEW PL,10308,Staten Island,SI03,51,40.54112902,-74.15404903,POINT (-74.15404903 40.54112902),10695,15,1,9,76
X2954,ERS,BATHGATE AVE & E 176 ST,10457,Bronx,BX06,15,40.84564214,-73.8977025,POINT (-73.8977025 40.84564214),10935,35,5,22,31
R0493,BARS,TOMPKINS AVE & CLIFTON AVE,10305,Staten Island,SI01,49,40.61272606,-74.07141153,POINT (-74.07141153 40.61272606),10692,4,1,13,74
Q3188,BARS,S/S QUEENS BLVD & 82 RD,11415,Queens,QN09,29,40.71227625,-73.82661953,POINT (-73.82661953 40.71227625),24011,46,3,28,60
Q4977,ERS,57 AVE & VAN HORN ST,11373,Queens,QN04,25,40.73239605,-73.87643249,POINT (-73.87643249 40.73239605),14784,66,3,5,68
M1497,ERS,W 127 ST & LENOX AVE/MALCOLM X BLVD,10027,Manhattan,MN10,9,40.80907023,-73.94453779,POINT (-73.94453779 40.80907023),12424,18,4,36,18
R4229,ERS,WOODS OF ARDEN RD & BATHGATE ST,10312,Staten Island,SI03,51,40.53106685,-74.15908527,POINT (-74.15908527 40.53106685),10699,15,1,9,77
B1062,ERS,ROGERS AVE & UNION ST,11225,Brooklyn,BK09,35,40.66911459,-73.95335278,POINT (-73.95335278 40.66911459),13509,17,2,48,44
B4075,ERS,VANDALIA AVE & BETHEL LOOP,11239,Brooklyn,BK05,42,40.65180396,-73.88244151,POINT (-73.88244151 40.65180396),13830,45,2,25,47
Q9910,BARS,OAK AVE & 164 ST,11358,Queens,QN07,20,40.74976515,-73.80287667,POINT (-73.80287667 40.74976515),14193,22,3,3,67
M1622,ERS,BROADWAY & W 145 ST,10031,Manhattan,MN09,7,40.82642864,-73.95044994,POINT (-73.95044994 40.82642864),12428,37,4,23,19
Q7580,BARS,20 AVE & 29 ST,11105,Queens,QN01,22,40.78043103,-73.90729372,POINT (-73.90729372 40.78043103),16862,39,3,4,72
R2233,BARS,ROMA AVE & NEW DORP LA,10306,Staten Island,SI02,50,40.56564349,-74.10002281,POINT (-74.10002281 40.56564349),10693,31,1,14,76
M0654,ERS,8 AVE & W 27 ST,10001,Manhattan,MN05,3,40.74782273,-73.99664704,POINT (-73.99664704 40.74782273),11722,11,4,10,6
M1049,ERS,3 AVE & E 74 ST,10021,Manhattan,MN08,4,40.77106427,-73.95964441,POINT (-73.95964441 40.77106427),12083,23,4,51,11
B0433,ERS,JOHNSON ST & LAWRENCE ST,11201,Brooklyn,BK02,33,40.69492406,-73.986169,POINT (-73.986169 40.69492406),16865,68,2,38,54
B0792,ERS,LEWIS AVE & LEXINGTON AVE,11221,Brooklyn,BK03,36,40.689354,-73.9363203,POINT (-73.9363203 40.689354),18181,69,2,49,52
M1307,ERS,5 AVE & E 106 ST,83,Manhattan,MN11,6,40.79428503,-73.95111102,POINT (-73.95111102 40.79428503),12426,7,4,35,14
B1239,ERS,DEAN ST & 4 AVE,11217,Brooklyn,BK06,33,40.68312884,-73.97918391,POINT (-73.97918391 40.68312884),17619,68,2,38,54
B0311,ERS,WYTHE AVENUE S OF CLYMER ST,11211,Brooklyn,BK01,33,40.70420946,-73.96550334,POINT (-73.96550334 40.70420946),17613,36,2,38,56
R3665,ERS,WAINWRIGHT AVE & READING AVE,10312,Staten Island,SI03,51,40.55529524,-74.17079415,POINT (-74.17079415 40.55529524),10699,15,1,9,77
Q6763,BARS,HILLSIDE AVE & 260 ST,NA,Queens,QN13,23,40.73733382,-73.70831903,POINT (-73.70831903 40.73733382),15785,63,3,16,63
Q6026,BARS,LITTLE NECK PWAY & 252 ST,11426,Queens,QN13,23,40.75189482,-73.72124305,POINT (-73.72124305 40.75189482),24335,63,3,16,63
Q3642,BARS,47 AVE & AUBURNDALE LA,11358,Queens,QN07,20,40.75052127,-73.7948269,POINT (-73.7948269 40.75052127),14193,22,3,3,67
Q4979,BARS,64 AVE & 174 ST,11365,Queens,QN08,24,40.73802907,-73.79489193,POINT (-73.79489193 40.73802907),14507,25,3,24,65
R1734,ERS,MARTIN AVE & WESTWOOD AVE,10314,Staten Island,SI02,50,40.60568317,-74.13975632,POINT (-74.13975632 40.60568317),10700,30,1,14,75
Q7522,BARS,26 AVE & 9 ST,11102,Queens,QN01,22,40.77546819,-73.93026438,POINT (-73.93026438 40.77546819),16859,39,3,4,72
B3304,ERS,SHEEPSHEAD BAY RD & E 16 ST,11235,Brooklyn,BK15,48,40.58719508,-73.95325196,POINT (-73.95325196 40.58719508),13826,32,2,15,36
Q6954,BARS,29 AVE & 160 ST,11358,Queens,QN07,19,40.77108605,-73.80441774,POINT (-73.80441774 40.77108605),14193,22,3,20,67
M0480,ERS,IRVING PL & E 17 ST,10003,Manhattan,MN06,2,40.73587893,-73.98738718,POINT (-73.98738718 40.73587893),11724,71,4,50,7
Q7808,BARS,37 AVE & 58 ST,11377,Queens,QN02,26,40.75016151,-73.9043343,POINT (-73.9043343 40.75016151),14787,53,3,33,66
R0956,BARS,LAKE AVE & RAILROAD CROSSING,10303,Staten Island,SI01,49,40.63396355,-74.15099378,POINT (-74.15099378 40.63396355),10371,4,1,13,75
X4138,ERS,CALHOUN AVE & CROSS BX XWAY E/B SR,10465,Bronx,BX10,13,40.82336032,-73.8222056,POINT (-73.8222056 40.82336032),11274,43,5,12,28
B2235,ERS,DITMAS AVE & E 87 ST,11236,Brooklyn,BK17,45,40.64668354,-73.91693684,POINT (-73.91693684 40.64668354),13827,61,2,26,40
R0346,ERS,BEMENT AVE & RICHMOND TERRACE,10310,Staten Island,SI01,49,40.64289131,-74.11385261,POINT (-74.11385261 40.64289131),10697,4,1,13,74
B1047,ERS,BROOKLYN AVE & FENIMORE ST,11203,Brooklyn,BK09,40,40.65901046,-73.94525998,POINT (-73.94525998 40.65901046),16866,17,2,11,44
B2128,ERS,AVENUE D & E 104 ST,11236,Brooklyn,BK18,42,40.65279398,-73.90296011,POINT (-73.90296011 40.65279398),13827,5,2,25,42
X2138,ERS,3 AVE & E 137 ST,10451,Bronx,BX01,8,40.81048605,-73.92801376,POINT (-73.92801376 40.81048605),10929,49,5,35,23
M0942,ERS,5 AVE & 60 ST,83,Manhattan,,6,40.76489773,-73.97255352,POINT (-73.97255352 40.76489773),12419,23,4,51,11
Q5607,BARS,88 RD & 247 ST,11426,Queens,QN13,23,40.72866627,-73.72091197,POINT (-73.72091197 40.72866627),24335,63,3,16,63
Q1346,ERS,SHORE FRONT PWAY & BEACH 94 ST,11693,Queens,QN14,32,40.58403754,-73.81528084,POINT (-73.81528084 40.58403754),20531,51,3,41,58
Q6077,ERS,103 AVE & 126 ST,11419,Queens,QN10,28,40.68964244,-73.81906075,POINT (-73.81906075 40.68964244),24015,62,3,46,64
B1563,ERS,TILDEN AVE & ROGERS AVE,11226,Brooklyn,BK17,40,40.64677092,-73.95204923,POINT (-73.95204923 40.64677092),13510,61,2,11,40
M1213,ERS,BROADWAY & W 92 ST,10025,Manhattan,MN07,6,40.79209413,-73.97364908,POINT (-73.97364908 40.79209413),12422,20,4,19,15
Q8685,BARS,122 AVE & LONG ST,11434,Queens,QN12,28,40.6787036,-73.78174233,POINT (-73.78174233 40.6787036),24669,41,3,46,71
R0271,ERS,ST PAULS AVE & SWAN ST,10301,Staten Island,SI01,49,40.63486398,-74.07845484,POINT (-74.07845484 40.63486398),10369,4,1,13,74
R2446,ERS,WOLVERINE ST & AMBOY RD/RVFD,10306,Staten Island,SI03,50,40.5670284,-74.12783491,POINT (-74.12783491 40.5670284),10693,15,1,14,76
R2262,BARS,BEACH AVE & CLAWSON ST,10306,Staten Island,SI02,50,40.56869076,-74.11461009,POINT (-74.11461009 40.56869076),10693,30,1,14,76
X3591,ERS,JEROME AVE & E 212 ST,10467,Bronx,BX07,11,40.88439063,-73.87995799,POINT (-73.87995799 40.88439063),11605,27,5,40,33
X4054,ERS,CALHOUN AVE & SAMPSON AVE,10465,Bronx,BX10,13,40.81987024,-73.81986115,POINT (-73.81986115 40.81987024),11274,43,5,12,28
M1179,ERS,5 AVE & E 88 ST,83,Manhattan,MN08,6,40.78283332,-73.95946906,POINT (-73.95946906 40.78283332),10099,23,4,51,11
Q5157,BARS,109 AVE & 124 ST,11419,Queens,QN10,28,40.6835011,-73.81811862,POINT (-73.81811862 40.6835011),24015,62,3,46,64
B3893,ERS,SNYDER AVE & E 38 ST,11203,Brooklyn,BK17,45,40.64939399,-73.94169995,POINT (-73.94169995 40.64939399),16866,61,2,26,40
X2366,ERS,SENECA AVE & LONGFELLOW AVE,10474,Bronx,BX02,17,40.81912848,-73.88577796,POINT (-73.88577796 40.81912848),12343,8,5,43,24
Q4202,BARS,58 RD & 64 ST,11378,Queens,QN05,30,40.72074379,-73.90091573,POINT (-73.90091573 40.72074379),14788,54,3,34,62
Q4224,ERS,FURMANVILLE AVE & 83 PL,11379,Queens,QN05,30,40.71890376,-73.86877878,POINT (-73.86877878 40.71890376),15309,54,3,34,62
B3533,ERS,NEPTUNE AVE & W 28 ST,11224,Brooklyn,BK13,47,40.57787974,-73.99475686,POINT (-73.99475686 40.57787974),18184,21,2,45,35
Q5018,ERS,SAYRES AVE & 167 ST,11433,Queens,QN12,27,40.69162129,-73.78333085,POINT (-73.78333085 40.69162129),24668,41,3,6,71
B0674,ERS,WILLOUGHBY AVE & MARCY AVE,11206,Brooklyn,BK03,36,40.69390487,-73.94891392,POINT (-73.94891392 40.69390487),17213,69,2,49,51
Q7193,BARS,40 RD & NORTHERN BLVD,11101,Queens,QN01,26,40.75097904,-73.93474259,POINT (-73.93474259 40.75097904),16858,39,3,33,72
B2137,ERS,FOSTER AVE & E 101 ST,11236,Brooklyn,BK18,42,40.65024397,-73.90273372,POINT (-73.90273372 40.65024397),13827,5,2,25,42
B3357,ERS,AVENUE Z & E 7 ST,11235,Brooklyn,BK13,48,40.5871215,-73.96204485,POINT (-73.96204485 40.5871215),13826,21,2,15,35
Q5248,BARS,HILLSIDE AVE & 180 ST,11432,Queens,QN12,24,40.71293755,-73.78262547,POINT (-73.78262547 40.71293755),24340,25,3,24,65
B3233,ERS,AVENUE T & GERRITSEN AVE,11229,Brooklyn,BK15,46,40.60334437,-73.93682748,POINT (-73.93682748 40.60334437),13512,32,2,8,36
B3327,ERS,AVENUE P & E 12 ST,11230,Brooklyn,BK15,48,40.61009887,-73.96137268,POINT (-73.96137268 40.61009887),13512,32,2,15,36
M1297,ERS,AMSTERDAM AVE & W 105 ST,10025,Manhattan,MN07,7,40.79976083,-73.96620573,POINT (-73.96620573 40.79976083),12422,20,4,23,15
R2863,BARS,ST PATRICKS PL & W CEDARVIEW AVE/RVFD,10306,Staten Island,SI03,50,40.57038121,-74.14388544,POINT (-74.14388544 40.57038121),10693,15,1,14,76
Q7261,BARS,47 AVE & 38 ST,11101,Queens,QN02,26,40.742123,-73.92744375,POINT (-73.92744375 40.742123),16858,53,3,33,66
X3024,ERS,ZEREGA AVE & HALSEY ST,10461,Bronx,BX10,18,40.83565135,-73.84559222,POINT (-73.84559222 40.83565135),11271,43,5,31,28
Q9335,BARS,34 AVE & 110 ST,11368,Queens,QN03,21,40.75649222,-73.85879892,POINT (-73.85879892 40.75649222),14510,65,3,21,73
Q8850,BARS,111 AVE & 139 ST,11435,Queens,QN12,28,40.68515987,-73.80525446,POINT (-73.80525446 40.68515987),24670,41,3,46,61
B1291,ERS,4 AVE & PROSPECT AVE,11215,Brooklyn,BK07,39,40.66550728,-73.99277081,POINT (-73.99277081 40.66550728),17617,9,2,7,45
X3870,ERS,E 234 ST & BYRON AVE,10466,Bronx,BX12,12,40.8936239,-73.85524068,POINT (-73.85524068 40.8936239),11275,29,5,40,30
B1147,ERS,3 AVE & 80 ST,11209,Brooklyn,BK10,43,40.62783292,-74.02927465,POINT (-74.02927465 40.62783292),17216,10,2,44,41
B2355,ERS,FOSTER AVE & E 83 ST,11236,Brooklyn,BK18,45,40.64194765,-73.91662099,POINT (-73.91662099 40.64194765),13827,5,2,26,42
B0613,ERS,CARLTON AVE & FULTON ST,11238,Brooklyn,BK02,35,40.6850205,-73.971223,POINT (-73.971223 40.6850205),13829,68,2,48,55
X3397,ERS,BRIGGS AVE & E 197 ST,10458,Bronx,BX07,15,40.86836792,-73.88980523,POINT (-73.88980523 40.86836792),10936,24,5,22,34
Q7503,BARS,29 AVE & CRESCENT ST,11102,Queens,QN01,22,40.76926521,-73.92457256,POINT (-73.92457256 40.76926521),16859,39,3,4,72
B3445,ERS,W/S 15 AVE OPP INDEPENDENCE AVE,11228,Brooklyn,BK11,43,40.60433737,-74.01700324,POINT (-74.01700324 40.60433737),13511,1,2,44,37
Q2822,ERS,253 ST & 149 RD,11422,Queens,QN13,31,40.65231516,-73.73687251,POINT (-73.73687251 40.65231516),24018,63,3,47,63
Q4779,BARS,29 AVE & 170 ST,11358,Queens,QN07,19,40.77061215,-73.79503666,POINT (-73.79503666 40.77061215),14193,22,3,20,67
M0564,ERS,7 AVE & W 15 ST,10011,Manhattan,MN04,3,40.73924284,-73.99918496,POINT (-73.99918496 40.73924284),12074,12,4,10,6
X4770,ERS,DAVIDSON AVE & W 176 ST,10453,Bronx,BX05,14,40.84843248,-73.91297839,POINT (-73.91297839 40.84843248),10931,6,5,29,29
Q4824,ERS,108 AVE & UNION HALL ST,11433,Queens,QN12,28,40.69617957,-73.79216302,POINT (-73.79216302 40.69617957),24668,41,3,46,61
M1332,ERS,1 AVE & E 110 ST,10029,Manhattan,MN11,8,40.79218819,-73.93819347,POINT (-73.93819347 40.79218819),12426,7,4,35,14
R0865,ERS,SCHOHARIE ST & CLOVE RD,10301,Staten Island,SI01,49,40.61460049,-74.10209434,POINT (-74.10209434 40.61460049),10369,4,1,13,74
R2275,BARS,MILL RD & EBBITTS ST,10306,Staten Island,SI02,50,40.56431067,-74.11013947,POINT (-74.11013947 40.56431067),10693,30,1,14,76
Q4724,BARS,138 ST & COOLIDGE AVE,11435,Queens,QN08,24,40.71542481,-73.82130001,POINT (-73.82130001 40.71542481),24670,25,3,24,65
Q5550,BARS,89 AVE & 212 ST,11427,Queens,QN13,23,40.72351294,-73.75262896,POINT (-73.75262896 40.72351294),24336,63,3,16,63
B0290,BARS,STEWART AVE & SCHOLES ST,11237,Brooklyn,BK01,34,40.71161292,-73.9269976,POINT (-73.9269976 40.71161292),13828,36,2,30,56
B3419,ERS,QUENTIN RD & W 12 ST,11223,Brooklyn,BK11,44,40.60531276,-73.98492572,POINT (-73.98492572 40.60531276),18183,1,2,18,37
Q5177,ERS,HARDING XWAY S & PARSONS BLVD,11365,Queens,QN08,24,40.7382339,-73.81027046,POINT (-73.81027046 40.7382339),14509,25,3,24,65
Q4627,ERS,47 AVE & 70 ST,11377,Queens,QN02,30,40.73902708,-73.8940757,POINT (-73.8940757 40.73902708),14787,53,3,34,66
X3499,ERS,WALLACE AVE & SOUTH OAK DR,10467,Bronx,BX12,12,40.87222258,-73.86424876,POINT (-73.86424876 40.87222258),11605,29,5,22,30
X2781,ERS,WEBSTER AVE & CLAREMONT PWAY,10457,Bronx,BX03,16,40.83979143,-73.90515859,POINT (-73.90515859 40.83979143),10935,34,5,42,25
Q4345,BARS,BOOTH MEMORIAL AVE & FRESH MEADOW LA,11365,Queens,QN07,20,40.74193303,-73.79695065,POINT (-73.79695065 40.74193303),14507,26,3,3,69
B1092,ERS,FLATBUSH AVE & WINTHROP ST,11226,Brooklyn,BK09,40,40.65648588,-73.96007277,POINT (-73.96007277 40.65648588),13509,17,2,11,44
Q5278,BARS,89 AVE & 202 ST,11423,Queens,QN12,23,40.71849352,-73.76084487,POINT (-73.76084487 40.71849352),24332,41,3,16,61
R1321,BARS,COLLEGE AVE & CRYSTAL AVE,10314,Staten Island,SI01,50,40.6221653,-74.14161654,POINT (-74.14161654 40.6221653),10370,4,1,14,75
R0262,ERS,BROAD ST & QUINN ST,10304,Staten Island,SI01,49,40.62493911,-74.07853596,POINT (-74.07853596 40.62493911),10691,4,1,13,74
B0015,BARS,GARDNER AVE & CHERRY  ST,11222,Brooklyn,BK01,34,40.72556213,-73.93147295,POINT (-73.93147295 40.72556213),18182,36,2,30,57
X2617,ERS,O'BRIEN AVE & SOUND VIEW AVE,10473,Bronx,BX09,18,40.81131269,-73.85627735,POINT (-73.85627735 40.81131269),11611,58,5,31,26
M1259,ERS,2 AVE & E 99 ST,10029,Manhattan,MN11,8,40.78617301,-73.94569523,POINT (-73.94569523 40.78617301),12426,7,4,35,14
R0535,ERS,SLOSSON AVE & RICE AVE,10301,Staten Island,SI01,50,40.61787405,-74.11787188,POINT (-74.11787188 40.61787405),10369,4,1,13,74
Q5590,BARS,87 AVE & WINCHESTER BLVD,11427,Queens,QN13,23,40.73122719,-73.73612299,POINT (-73.73612299 40.73122719),24336,63,3,16,63
Q5782,BARS,133 AVE & 222 ST,11413,Queens,QN13,31,40.67961881,-73.74669816,POINT (-73.74669816 40.67961881),15313,63,3,47,63
Q5973,ERS,147 DR & HUXLEY ST,11422,Queens,QN13,31,40.65596698,-73.74060787,POINT (-73.74060787 40.65596698),24018,63,3,47,63
Q7970,BARS,ROOSEVELT AVE & 94 ST,11373,Queens,QN04,21,40.74873875,-73.87264739,POINT (-73.87264739 40.74873875),14784,66,3,21,68
R1385,ERS,JEWETT AVE & COLLEGE AVE,10314,Staten Island,SI01,50,40.62102069,-74.13180412,POINT (-74.13180412 40.62102069),10700,4,1,14,75
B1435,ERS,5 AVE & 23 ST,11232,Brooklyn,BK07,38,40.66022793,-73.99458791,POINT (-73.99458791 40.66022793),17617,9,2,7,45
R0593,ERS,MAINE AVE & VIRGINIA PL,10314,Staten Island,SI01,50,40.62051212,-74.12988477,POINT (-74.12988477 40.62051212),10700,4,1,14,74
Q9785,BARS,BELL BLVD & 67 AVE,11364,Queens,QN11,23,40.74394992,-73.75962733,POINT (-73.75962733 40.74394992),14506,26,3,16,69
Q5417,BARS,103 AVE & 223 ST,11429,Queens,QN13,27,40.71147002,-73.73149387,POINT (-73.73149387 40.71147002),24338,63,3,6,63
Q4683,ERS,METROPOLITAN AVE 1000'W OF COOPER AVE,11379,Queens,QN05,30,40.71272987,-73.86611935,POINT (-73.86611935 40.71272987),15309,54,3,34,62
Q7695,BARS,25 AVE & 73 ST,11370,Queens,QN03,22,40.76216143,-73.8950851,POINT (-73.8950851 40.76216143),14781,65,3,4,73
B2989,ERS,CONEY ISLAND AVE & AVENUE M,11230,Brooklyn,BK12,48,40.6175894,-73.96381145,POINT (-73.96381145 40.6175894),13513,60,2,15,43
X2385,ERS,SHERIDAN AVE & E 163 ST,10451,Bronx,BX04,16,40.8280998,-73.92020144,POINT (-73.92020144 40.8280998),10929,50,5,42,27
Q1017,BARS,EMPIRE AVE & VIRGINIA ST,11691,Queens,QN14,31,40.60695243,-73.74351982,POINT (-73.74351982 40.60695243),20529,51,3,47,59
Q4286,ERS,FLUSHING AVE & 60 ST,11378,Queens,QN05,30,40.71933341,-73.90683805,POINT (-73.90683805 40.71933341),14788,54,3,34,62
R4236,ERS,WOODS OF ARDEN RD & KOCH BLVD,10312,Staten Island,SI03,51,40.53573727,-74.16377856,POINT (-74.16377856 40.53573727),10699,15,1,9,77
Q7963,ERS,B'WAY & CORONA AVE,11373,Queens,QN04,25,40.7395438,-73.87791763,POINT (-73.87791763 40.7395438),14784,66,3,5,68
X2209,ERS,BROOK AVE & E 147 ST,10455,Bronx,BX01,8,40.81361574,-73.91571885,POINT (-73.91571885 40.81361574),10933,49,5,35,23
R0680,ERS,MC CLEAN AVE & TOMPKINS AVE,10305,Staten Island,GNRA,50,40.59954224,-74.06192003,POINT (-74.06192003 40.59954224),10692,30,1,14,76
Q4955,ERS,JEWEL AVE/VAN ARSDALE AVE & 152 ST,11367,Queens,QN08,24,40.7317114,-73.81749179,POINT (-73.81749179 40.7317114),14509,25,3,24,65
Q7774,BARS,32 AVE & 85 ST,11370,Queens,QN03,25,40.75797628,-73.88296375,POINT (-73.88296375 40.75797628),14511,65,3,5,73
B0945,ERS,NEW YORK AVE & FULTON ST,11216,Brooklyn,BK03,36,40.68023966,-73.94674916,POINT (-73.94674916 40.68023966),17618,69,2,49,51
Q8902,ERS,131 AVE & 140 ST,11436,Queens,QN12,28,40.67068828,-73.79917995,POINT (-73.79917995 40.67068828),24671,41,3,46,71
M0903,ERS,SUTTON PL S & E 55 ST,10022,Manhattan,MN06,4,40.7560589,-73.9616223,POINT (-73.9616223 40.7560589),12419,71,4,51,9
R2961,ERS,PLATINUM AVE & MARSH AVE/RVFD,10314,Staten Island,SI02,51,40.57696052,-74.16441336,POINT (-74.16441336 40.57696052),10700,30,1,9,75
R4478,ERS,JANSEN ST & JANSEN CT,10312,Staten Island,SI03,51,40.52747464,-74.18024803,POINT (-74.18024803 40.52747464),10699,15,1,9,77
