BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
X2806,ERS,STORY AVE W OF COLGATE AVE,10473,Bronx,BX09,17,40.82137945,-73.88044852,POINT (-73.88044852 40.82137945),11611,58,5,43,26
B2857,ERS,20 AVE & 61 ST,11204,Brooklyn,BK12,47,40.61880002,-73.98348873,POINT (-73.98348873 40.61880002),16867,1,2,45,37
M1937,ERS,F/O 517 MAIN ST RSVLT IS,10044,Manhattan,MN08,5,40.76107017,-73.95074915,POINT (-73.95074915 40.76107017),13099,23,4,1,72
Q6704,BARS,N/S GCP & 223 ST,11427,Queens,QN11,23,40.73339046,-73.74678381,POINT (-73.74678381 40.73339046),24336,26,3,16,69
Q1145,ERS,BROOKHAVEN AVE & BEACH 25 ST,11691,Queens,QN14,31,40.59954927,-73.76128753,POINT (-73.76128753 40.59954927),20529,51,3,47,59
Q4003,ERS,14 AVE & 142 ST,11357,Queens,QN07,19,40.7866282,-73.8272933,POINT (-73.8272933 40.7866282),14192,22,3,20,67
B3055,ERS,QUENTIN RD & E 36 ST,11234,Brooklyn,BK18,46,40.61464272,-73.93680051,POINT (-73.93680051 40.61464272),13825,5,2,8,38
Q6646,BARS,SOMERSET & CHELSEA STS,11432,Queens,QN08,24,40.71751025,-73.78028669,POINT (-73.78028669 40.71751025),24340,25,3,24,65
Q9670,ERS,JAMAICA AVE & 123 ST,11418,Queens,QN09,29,40.70076967,-73.82721333,POINT (-73.82721333 40.70076967),24014,46,3,28,60
B0767,ERS,KNICKERBOCKER AVE & MENAHAN ST,11237,Brooklyn,BK04,37,40.69810952,-73.91711836,POINT (-73.91711836 40.69810952),13828,42,2,37,53
B2322,ERS,TILDEN AVE & E 49 ST,11203,Brooklyn,BK17,45,40.64811848,-73.93100541,POINT (-73.93100541 40.64811848),16866,61,2,26,40
B3954,ERS,NOSTRAND AVE & PRESIDENT ST,11225,Brooklyn,BK09,35,40.66807246,-73.95066808,POINT (-73.95066808 40.66807246),13509,17,2,48,44
B2631,ERS,6 AVE & 56 ST,11220,Brooklyn,BK07,38,40.64041593,-74.01161111,POINT (-74.01161111 40.64041593),18180,9,2,7,45
B1744,ERS,RIVERDALE AVE & VERMONT ST,11207,Brooklyn,BK05,42,40.66350745,-73.89173787,POINT (-73.89173787 40.66350745),17214,45,2,25,47
B2340,ERS,CLARENDON RD & E 59 ST,11203,Brooklyn,BK17,45,40.64497444,-73.920984,POINT (-73.920984 40.64497444),13827,61,2,26,40
B2967,ERS,AVENUE P & W 2 ST,11204,Brooklyn,BK11,44,40.60849511,-73.97591938,POINT (-73.97591938 40.60849511),18183,1,2,18,37
Q6373,BARS,41 DR & MORGAN ST,11363,Queens,QN11,19,40.77341436,-73.7376018,POINT (-73.7376018 40.77341436),14505,26,3,20,69
B1257,ERS,6 AVE & 1 ST,11215,Brooklyn,BK06,39,40.67285802,-73.97991686,POINT (-73.97991686 40.67285802),17617,14,2,27,50
Q9605,ERS,90 AVE & 102 ST,11418,Queens,QN09,32,40.69244064,-73.84407285,POINT (-73.84407285 40.69244064),24014,46,3,41,60
B3769,ERS,12 AVE & DAHILL RD,11218,Brooklyn,BK12,39,40.64575162,-73.98105613,POINT (-73.98105613 40.64575162),17620,2,2,27,39
M1421,ERS,MADISON AVE & E 119 ST,10035,Manhattan,MN11,9,40.80191926,-73.94343585,POINT (-73.94343585 40.80191926),13093,7,4,36,16
R0660,BARS,HARBOR VIEW PL S & SEA GATE RD,10305,Staten Island,SI01,50,40.61038229,-74.05977393,POINT (-74.05977393 40.61038229),10692,4,1,14,74
Q1779,ERS,149 AVE & 83 ST,11414,Queens,QN10,32,40.66927359,-73.85205843,POINT (-73.85205843 40.66927359),15314,62,3,41,64
B1764,ERS,LIBERTY AVE & SCHENCK AVE,11207,Brooklyn,BK05,37,40.67549581,-73.88915132,POINT (-73.88915132 40.67549581),17214,45,2,37,47
Q7295,BARS,48 AVE & 48 ST,11377,Queens,QN02,26,40.73909629,-73.91761201,POINT (-73.91761201 40.73909629),14787,53,3,33,66
Q4849,ERS,FRANCIS LEWIS BLVD & 32 RD,11358,Queens,QN11,19,40.7683243,-73.79137685,POINT (-73.79137685 40.7683243),14193,26,3,20,69
X3750,ERS,NETHERLAND AVE & W 236 ST,10463,Bronx,BX08,11,40.8867568,-73.91039705,POINT (-73.91039705 40.8867568),11272,48,5,40,33
Q4898,ERS,89 AVE & 165 ST,11432,Queens,QN12,24,40.70772309,-73.79631661,POINT (-73.79631661 40.70772309),24340,41,3,24,61
B3492,ERS,N SVC RD LIEF ERICSON DR & 20 AVE,11214,Brooklyn,BK11,43,40.59823578,-74.00500098,POINT (-74.00500098 40.59823578),17616,1,2,44,37
B1023,ERS,WINTHROP ST & E 45 ST,11203,Brooklyn,BK09,41,40.65800146,-73.935895,POINT (-73.935895 40.65800146),16866,17,2,17,44
R0766,BARS,CASTLETON AVE & SHARPE AVE,10302,Staten Island,SI01,49,40.63609635,-74.137323,POINT (-74.137323 40.63609635),10370,4,1,13,75
Q4176,ERS,77 AVE & 79 ST,11385,Queens,QN05,30,40.70675217,-73.87250056,POINT (-73.87250056 40.70675217),15310,54,3,34,62
R2615,ERS,TYSENS LA & 10 ST,10306,Staten Island,SI03,50,40.56622746,-74.12024009,POINT (-74.12024009 40.56622746),10693,15,1,14,76
Q7559,BARS,DITMARS BLVD & 29 ST,11105,Queens,QN01,22,40.77683336,-73.91169365,POINT (-73.91169365 40.77683336),16862,39,3,4,72
Q3844,BARS,HARDING XWAY N & W/S CLEARVIEW XWAY,11364,Queens,QN11,20,40.74546183,-73.77258791,POINT (-73.77258791 40.74546183),14506,26,3,3,69
B2004,ERS,DUMONT AVE & GEORGIA AVE,11207,Brooklyn,BK05,42,40.66601829,-73.89631628,POINT (-73.89631628 40.66601829),17214,45,2,25,47
B0031,BARS,GREENPOINT AVE & EAST RIVER,11222,Brooklyn,BK01,33,40.72971556,-73.96009926,POINT (-73.96009926 40.72971556),18182,36,2,38,57
Q7905,BARS,41 AVE & 60 ST,11377,Queens,QN02,26,40.74409474,-73.90440516,POINT (-73.90440516 40.74409474),14787,53,3,33,66
Q6101,BARS,35 AVE & 201 ST,11361,Queens,QN11,19,40.76524423,-73.78600414,POINT (-73.78600414 40.76524423),14196,26,3,20,69
Q4382,ERS,WYCKOFF AVE & CENTRE ST,11385,Brooklyn,BK04,34,40.69635031,-73.90540128,POINT (-73.90540128 40.69635031),15310,54,3,30,62
R4261,ERS,STRAWBERRY LA & MAYBERRY PROM S/END,10312,Staten Island,SI03,51,40.52827047,-74.15893072,POINT (-74.15893072 40.52827047),10699,15,1,9,77
Q9569,ERS,72 AVE & INGRAM ST,11375,Queens,QN06,29,40.71379004,-73.84612969,POINT (-73.84612969 40.71379004),14786,40,3,28,70
M1458,ERS,MADISON AVE & E 123 ST,10027,Manhattan,MN11,9,40.80445015,-73.94165132,POINT (-73.94165132 40.80445015),13093,7,4,36,16
M1361,ERS,MADISON AVE & E 113 ST,10029,Manhattan,MN11,8,40.79792549,-73.94622681,POINT (-73.94622681 40.79792549),12426,7,4,35,14
Q1472,BARS,ROCKAWAY BEACH BLVD & BEACH 148 ST,11694,Queens,QN14,32,40.56968101,-73.863308,POINT (-73.863308 40.56968101),20532,51,3,41,58
M0315,ERS,MULBERRY ST & BROOME ST,10012,Manhattan,MN02,1,40.72050439,-73.99683631,POINT (-73.99683631 40.72050439),12076,57,4,32,2
Q6351,BARS,MANOR RD & EAST DR,11363,Queens,QN11,19,40.7767071,-73.74900788,POINT (-73.74900788 40.7767071),14505,26,3,20,69
M2030,ERS,LIBERTY ST & SOUTH END AVE,10280,Manhattan,MN01,1,40.71156888,-74.01578577,POINT (-74.01578577 40.71156888),10367,56,4,32,1
B1675,ERS,LIBERTY & STONE AVE/GASTON BLVD,11212,Brooklyn,BK16,41,40.67273544,-73.9077797,POINT (-73.9077797 40.67273544),17614,55,2,17,46
Q7427,BARS,34 AVE & 28 ST,11106,Queens,QN01,22,40.76079776,-73.92965062,POINT (-73.92965062 40.76079776),16863,39,3,33,72
M0470,ERS,1 AVE & E 14 ST,10009,Manhattan,MN03,4,40.73135013,-73.98255629,POINT (-73.98255629 40.73135013),11724,70,4,50,5
B1762,ERS,FULTON ST & BARBEY ST,11207,Brooklyn,BK05,37,40.67855704,-73.8890057,POINT (-73.8890057 40.67855704),17214,45,2,37,47
Q6252,ERS,3 AVE & 150 ST,11357,Queens,QN07,19,40.7976325,-73.81826563,POINT (-73.81826563 40.7976325),14192,22,3,20,67
R0195,ERS,BARD AVE & AMELIA COURT,10310,Staten Island,SI01,49,40.64310908,-74.10829899,POINT (-74.10829899 40.64310908),10697,4,1,13,74
R0641,ERS,NARROWS RD N 500' W OF FINGERBOARD RD,10305,Staten Island,SI01,49,40.60504593,-74.0705433,POINT (-74.0705433 40.60504593),10692,4,1,13,74
R3026,BARS,FOXBEACH AVE & GREAT KILLS LA,10306,Staten Island,SI03,50,40.55014839,-74.11205595,POINT (-74.11205595 40.55014839),10693,31,1,14,76
B0879,ERS,GATES AVE & MALCOLM X BLVD\REID AVE,11221,Brooklyn,BK03,36,40.68864781,-73.93008283,POINT (-73.93008283 40.68864781),18181,69,2,49,52
M1761,ERS,BROADWAY & W 186 ST,10033,Manhattan,MN12,10,40.85320039,-73.9341932,POINT (-73.9341932 40.85320039),13091,47,4,39,22
R1856,ERS,CAPODANNO BLVD & SLATER BLVD,10305,Staten Island,GNRA,50,40.57610794,-74.08243931,POINT (-74.08243931 40.57610794),10692,30,1,14,76
R2036,BARS,MIDLAND AVE & EDISON ST,10306,Staten Island,SI02,50,40.57980388,-74.10582068,POINT (-74.10582068 40.57980388),10693,30,1,14,76
B0115,BARS,BERRY ST & N 8 ST,11211,Brooklyn,BK01,33,40.71918882,-73.95841618,POINT (-73.95841618 40.71918882),17613,36,2,38,57
R0713,BARS,JEWETT AVE & FOREST AVE,10310,Staten Island,SI01,49,40.62632834,-74.13130985,POINT (-74.13130985 40.62632834),10370,4,1,13,74
M1557,ERS,12 AVE & W 134 ST,10027,Manhattan,MN09,7,40.82062571,-73.95841539,POINT (-73.95841539 40.82062571),12428,37,4,23,19
M1524,ERS,ST NICHOLAS AVE & W 130 ST,10027,Manhattan,MN09,9,40.81379998,-73.94986219,POINT (-73.94986219 40.81379998),12424,37,4,36,17
B1843,ERS,GLENMORE AVE & PINE ST,11208,Brooklyn,BK05,37,40.67680551,-73.87130777,POINT (-73.87130777 40.67680551),17215,45,2,25,47
Q9818,BARS,HILLSIDE AVE & 146 ST,11435,Queens,QN12,24,40.70549607,-73.81058878,POINT (-73.81058878 40.70549607),24670,25,3,24,61
B0232,BARS,S 4 ST & RODNEY ST,11211,Brooklyn,BK01,34,40.70932963,-73.95588856,POINT (-73.95588856 40.70932963),17613,36,2,30,56
B1301,ERS,3 AVE & 16 ST,11215,Brooklyn,BK07,39,40.66725341,-73.9945434,POINT (-73.9945434 40.66725341),17617,9,2,27,45
B1184,ERS,4 AVE & 92 ST,11209,Brooklyn,BK10,43,40.61834033,-74.03017407,POINT (-74.03017407 40.61834033),17216,10,2,44,41
B1366,ERS,RICHARDS ST & BEARD STREETS,11231,Brooklyn,BK06,38,40.67412531,-74.01403051,POINT (-74.01403051 40.67412531),13514,14,2,7,48
B0519,ERS,HICKS ST & PRESIDENT ST,11231,Brooklyn,BK06,39,40.68326975,-74.00152184,POINT (-74.00152184 40.68326975),13514,14,2,27,48
Q8857,ERS,LINDEN BLVD & 148 ST,11436,Queens,QN12,28,40.68585686,-73.79546942,POINT (-73.79546942 40.68585686),24671,41,3,46,71
B3377,ERS,AVENUE W & MCDONALD AVE,11223,Brooklyn,BK15,47,40.59230442,-73.97389008,POINT (-73.97389008 40.59230442),18183,32,2,45,36
R1253,ERS,LAMPORT BLVD & KRAMER ST,10305,Staten Island,SI02,50,40.59695461,-74.07867239,POINT (-74.07867239 40.59695461),10692,30,1,14,76
Q0196,BARS,JFK - EAST END PARKING GARAGE,11430,Queens,JFK,28,40.64621458,-73.7812042,POINT (-73.7812042 40.64621458),24339,64,3,46,71
R4300,ERS,CLAYPIT RD & GLADWIN AVE,10309,Staten Island,SI03,51,40.53985183,-74.22156951,POINT (-74.22156951 40.53985183),10696,15,1,9,77
Q2936,ERS,W SVC RD WHITESTONE XWAY & 15 AVE,11357,Queens,QN07,19,40.78497087,-73.82497732,POINT (-73.82497732 40.78497087),14192,22,3,20,67
Q4743,BARS,24 RD & UTOPIA PWAY,11357,Queens,QN07,19,40.7746581,-73.79272814,POINT (-73.79272814 40.7746581),14192,22,3,20,67
Q6691,BARS,85 AVE & BELL BLVD,11427,Queens,QN11,23,40.73084269,-73.75355615,POINT (-73.75355615 40.73084269),24336,26,3,16,69
Q1043,BARS,EMPIRE AVE & READS LA,11691,Queens,QN14,31,40.60561727,-73.74468898,POINT (-73.74468898 40.60561727),20529,51,3,47,59
B1940,ERS,FULTON ST & ELDERTS LA,11421,Queens,BK05,30,40.68526956,-73.86659848,POINT (-73.86659848 40.68526956),24017,46,3,34,60
R4297,ERS,BARCLAY AVE & SUMMIT PL,10312,Staten Island,SI03,51,40.53879442,-74.17468543,POINT (-74.17468543 40.53879442),10699,15,1,9,77
R0184,ERS,HART AVE & MATHEWS AVE,10310,Staten Island,SI01,49,40.62609661,-74.10579031,POINT (-74.10579031 40.62609661),10697,4,1,13,74
X2503,ERS,BOSTON RD & E 164 ST,10456,Bronx,BX03,16,40.82521384,-73.90778048,POINT (-73.90778048 40.82521384),10934,34,5,42,25
Q4234,ERS,JUNIPER VALLEY RD & 77 PL,11379,Queens,QN05,30,40.71567182,-73.8762503,POINT (-73.8762503 40.71567182),15309,54,3,34,62
Q9254,BARS,CHRISTIE AVE & 102 ST,11368,Queens,QN04,21,40.74242798,-73.86045227,POINT (-73.86045227 40.74242798),14510,66,3,21,68
Q7755,BARS,30 AVE & 89 ST,11369,Queens,QN03,22,40.76190591,-73.87988806,POINT (-73.87988806 40.76190591),14511,65,3,4,73
Q8589,ERS,89 AVE & 98 ST,11421,Queens,QN09,32,40.69249518,-73.84661794,POINT (-73.84661794 40.69249518),24017,46,3,41,60
B2063,ERS,LIBERTY AVE & JEROME ST,11207,Brooklyn,BK05,37,40.67575571,-73.88737111,POINT (-73.88737111 40.67575571),17214,45,2,37,47
M0110,ERS,BROADWAY & WARREN ST,10007,Manhattan,MN01,1,40.71361858,-74.00675321,POINT (-74.00675321 40.71361858),11728,56,4,32,1
R2493,ERS,ST STEPHENS PL & SIDNEY PL,10306,Staten Island,SI02,50,40.57653024,-74.12056478,POINT (-74.12056478 40.57653024),10693,30,1,14,76
Q9780,BARS,69 AVE & 213 ST,11364,Queens,QN11,23,40.74141068,-73.76163294,POINT (-73.76163294 40.74141068),14506,26,3,16,69
X4795,ERS,GRAND CONCOURSE & FIELD PL,10458,Bronx,BX05,14,40.85867914,-73.89921363,POINT (-73.89921363 40.85867914),10936,6,5,29,29
R1126,ERS,GRANDVIEW AVE & ARLINGTON PL,10303,Staten Island,SI01,49,40.63583537,-74.16508852,POINT (-74.16508852 40.63583537),10371,4,1,13,75
M1407,ERS,5 AVE & E 118 ST,10026,Manhattan,MN11,9,40.80197023,-73.94550864,POINT (-73.94550864 40.80197023),13093,18,4,36,18
M0205,ERS,HENRY ST & MARKET ST,10002,Manhattan,MN03,1,40.71302143,-73.99445971,POINT (-73.99445971 40.71302143),11723,70,4,32,2
R1281,ERS,STEUBEN ST & WINDMERE RD,10305,Staten Island,SI02,50,40.6021494,-74.07689073,POINT (-74.07689073 40.6021494),10692,30,1,14,76
B3971,ERS,CLASSON AVE & QUINCY ST,11238,Brooklyn,BK02,35,40.6859503,-73.95942259,POINT (-73.95942259 40.6859503),13829,69,2,48,51
Q7355,BARS,37 AVE & 33 ST,11101,Queens,QN01,26,40.75412177,-73.92954106,POINT (-73.92954106 40.75412177),16863,39,3,33,72
R0980,BARS,LOCKMAN AVE-850' SOUTH OF RICHMOND TERR.,10303,Staten Island,SI01,49,40.63533593,-74.16128918,POINT (-74.16128918 40.63533593),10371,4,1,13,75
Q3280,BARS,S/S GCP/DITMARS BLVD 600' E OF 86 ST,11369,Queens,QN03,22,40.76785269,-73.88323846,POINT (-73.88323846 40.76785269),14511,65,3,4,73
B4263,ERS,AVENUE P & E 10 ST,11230,Brooklyn,BK12,44,40.60987866,-73.96337093,POINT (-73.96337093 40.60987866),18183,2,2,18,39
B3784,ERS,14 AVE & 41 ST,11218,Brooklyn,BK12,39,40.63817529,-73.9852517,POINT (-73.9852517 40.63817529),17621,2,2,27,39
B1219,ERS,8 AVE & 5 ST,11215,Brooklyn,BK06,39,40.66816808,-73.9772077,POINT (-73.9772077 40.66816808),17617,14,2,27,50
B3792,ERS,16 AVE & 51 ST,11219,Brooklyn,BK12,44,40.62991579,-73.98667493,POINT (-73.98667493 40.62991579),16867,2,2,18,39
R2668,BARS,GUYON AVE & FALCON AVE,10306,Staten Island,SI03,50,40.55910353,-74.11791487,POINT (-74.11791487 40.55910353),10693,15,1,14,76
Q6147,BARS,37 AVE & FRANCIS LEWIS BLVD,11358,Queens,QN11,19,40.76292146,-73.78571994,POINT (-73.78571994 40.76292146),14196,26,3,20,69
M1274,ERS,LEXINGTON AVE & E 101 ST,10029,Manhattan,MN11,8,40.78905509,-73.94860468,POINT (-73.94860468 40.78905509),12426,7,4,35,14
R0213,ERS,DUNCAN RD & GRYMES HILL RD,10301,Staten Island,SI01,49,40.62335622,-74.09094994,POINT (-74.09094994 40.62335622),10369,4,1,13,74
Q6426,BARS,DOUGLASTON PWAY & 66 AVE,11362,Queens,QN11,23,40.75206131,-73.74084674,POINT (-73.74084674 40.75206131),14197,26,3,16,69
M1593,ERS,AMSTERDAM AVE & W 140 ST,10031,Manhattan,MN09,9,40.82207269,-73.94992102,POINT (-73.94992102 40.82207269),12428,37,4,36,17
B1978,ERS,DUMONT AVE & EMERALD ST,11208,Queens,QN10,42,40.67138053,-73.85947417,POINT (-73.85947417 40.67138053),17215,45,2,25,47
B2450,ERS,CAMPUS RD & E 22 ST,11210,Brooklyn,BK14,45,40.63143041,-73.95547376,POINT (-73.95547376 40.63143041),17217,60,2,26,43
X2197,ERS,PARK AVE & E 144 ST,10451,Bronx,BX01,8,40.81611896,-73.92662718,POINT (-73.92662718 40.81611896),10929,49,5,43,23
M1547,ERS,W 133 ST & LENOX AVE/MALCOLM X BLVD,10037,Manhattan,MN10,9,40.81281507,-73.94180336,POINT (-73.94180336 40.81281507),13095,18,4,36,20
M1668,ERS,ST NICHOLAS AVE & W 155 ST,10032,Manhattan,MN09,7,40.83089084,-73.941368,POINT (-73.941368 40.83089084),13090,47,4,23,21
X3904,ERS,GROSVENOR AVE & W 250 ST,10471,Bronx,BX08,11,40.8974863,-73.90478132,POINT (-73.90478132 40.8974863),11609,48,5,40,33
B4213,ERS,73 ST & 7 AVENUE W/S VZ BRIDGE APP,11209,Brooklyn,BK10,43,40.62859943,-74.01817971,POINT (-74.01817971 40.62859943),17216,10,2,44,41
Q7858,BARS,34 AVE & 77 ST,11372,Queens,QN03,25,40.75324292,-73.88968439,POINT (-73.88968439 40.75324292),14783,65,3,5,73
Q6134,BARS,48 AVE & CLEARVIEW XWAY E SVC RD/206 ST,11364,Queens,QN11,23,40.75333847,-73.77502536,POINT (-73.77502536 40.75333847),14506,26,3,16,69
X4456,ERS,HUGUENOT AVE & HOLLERS AVE,10475,Bronx,BX12,13,40.88727253,-73.81936129,POINT (-73.81936129 40.88727253),12344,29,5,12,30
Q5663,BARS,104 AVE & 205 PL,11412,Queens,QN12,27,40.71010062,-73.75335563,POINT (-73.75335563 40.71010062),15312,41,3,6,61
Q5694,BARS,104 AVE & 212 ST,11429,Queens,QN13,27,40.71172312,-73.74627586,POINT (-73.74627586 40.71172312),24338,63,3,6,63
X3176,ERS,BATHGATE AVE & E 182 ST,10457,Bronx,BX06,15,40.85324999,-73.89307141,POINT (-73.89307141 40.85324999),10935,35,5,22,31
Q7275,ERS,SKILLMAN AVE & 29 ST,11101,Queens,QN02,26,40.74506844,-73.93825762,POINT (-73.93825762 40.74506844),16858,53,3,33,66
B0378,ERS,FLUSHING AVE & GRAND AVE,11205,Brooklyn,BK02,35,40.69771433,-73.96487573,POINT (-73.96487573 40.69771433),17212,68,2,38,55
R1562,ERS,TODT HILL RD & NORTH GANNON AVE,10314,Staten Island,SI01,49,40.61110962,-74.11864672,POINT (-74.11864672 40.61110962),10700,4,1,13,74
Q4269,BARS,132 ST & 20 AVE,11356,Queens,QN07,19,40.78164957,-73.83669386,POINT (-73.83669386 40.78164957),14191,22,3,20,67
X2225,ERS,E 149 ST & COURTLANDT AVE,10451,Bronx,BX01,17,40.81655511,-73.91954495,POINT (-73.91954495 40.81655511),10929,49,5,43,23
R1553,BARS,QUEEN ST & ELVIN ST,10314,Staten Island,SI02,50,40.6029884,-74.12158351,POINT (-74.12158351 40.6029884),10700,30,1,14,75
M1289,ERS,1 AVE & E 104 ST,10029,Manhattan,MN11,8,40.78831941,-73.94101913,POINT (-73.94101913 40.78831941),12426,7,4,35,14
Q3884,BARS,56 AVE & 230 ST,11364,Queens,QN11,23,40.75546992,-73.75072866,POINT (-73.75072866 40.75546992),14506,26,3,16,69
Q5201,ERS,111 AVE & 133 ST,11420,Queens,QN10,28,40.68379096,-73.80976705,POINT (-73.80976705 40.68379096),24016,62,3,46,64
Q7734,BARS,ASTORIA BLVD & 101ST ST,11369,Queens,QN03,21,40.76181372,-73.86829205,POINT (-73.86829205 40.76181372),14511,65,3,21,73
M0166,ERS,HUDSON & NORTH MOORE STS,10013,Manhattan,MN01,1,40.71995193,-74.00858372,POINT (-74.00858372 40.71995193),12076,56,4,32,1
Q6940,BARS,29 AVE & 164 ST,11358,Queens,QN07,19,40.77105379,-73.80064098,POINT (-73.80064098 40.77105379),14193,22,3,20,67
Q6657,BARS,PALO ALTO AVE & 188 ST,11432,Queens,QN08,23,40.71651727,-73.77424799,POINT (-73.77424799 40.71651727),24332,25,3,24,65
B0573,ERS,BOND ST & CARROLL ST,11231,Brooklyn,BK06,39,40.67868032,-73.9904264,POINT (-73.9904264 40.67868032),13514,14,2,27,48
R0109,ERS,LAFAYETTE AVE & CORTELYOU PL,10301,Staten Island,SI01,49,40.64015556,-74.09430508,POINT (-74.09430508 40.64015556),10369,4,1,13,74
B0749,BARS,ST NICHOLAS AVE & STOCKHOLM ST,11237,Brooklyn,BK04,37,40.70499148,-73.9173501,POINT (-73.9173501 40.70499148),13828,42,2,37,53
R1323,BARS,LATHROP AVE & CRYSTAL AVE,10314,Staten Island,SI01,50,40.61978276,-74.14182109,POINT (-74.14182109 40.61978276),10370,4,1,14,75
Q9618,ERS,86 AVE & 107 ST,11418,Queens,QN09,32,40.6976817,-73.84149955,POINT (-73.84149955 40.6976817),24014,46,3,41,60
B1614,ERS,ROCHESTER AVE & PACIFIC ST,11233,Brooklyn,BK08,36,40.67644438,-73.92761404,POINT (-73.92761404 40.67644438),13516,16,2,49,49
Q7323,ERS,SKILLMAN AVE & 52 ST,11377,Queens,QN02,26,40.74582914,-73.91225975,POINT (-73.91225975 40.74582914),14787,53,3,33,66
Q1328,ERS,SHORE FRONT PWAY & BEACH 85 ST,11693,Queens,QN14,32,40.58525369,-73.81048804,POINT (-73.81048804 40.58525369),20531,51,3,41,58
M0348,ERS,VARICK & HOUSTON ST,10014,Manhattan,MN02,3,40.72860449,-74.00531369,POINT (-74.00531369 40.72860449),12077,57,4,10,1
R0366,ERS,NORTH BURGHER AVE & FOREST AVE,10310,Staten Island,SI01,49,40.62928247,-74.11335922,POINT (-74.11335922 40.62928247),10697,4,1,13,74
X2874,ERS,GLEASON AVE & COMMONWEALTH AVE,10472,Bronx,BX09,18,40.82968712,-73.86776219,POINT (-73.86776219 40.82968712),11610,58,5,31,26
Q2089,ERS,101 AVE & 80 ST,11416,Queens,QN09,32,40.68063046,-73.85878577,POINT (-73.85878577 40.68063046),24012,46,3,41,60
X2710,ERS,MARCY PL & GRAND CONCOURSE,10456,Bronx,BX04,16,40.8375141,-73.91477301,POINT (-73.91477301 40.8375141),10934,50,5,42,27
B0762,BARS,ST NICHOLAS AVE & MENAHAN ST,11237,Queens,QN05,34,40.70236189,-73.91290404,POINT (-73.91290404 40.70236189),13828,42,2,37,62
Q4934,ERS,115 AVE & 122 ST,11420,Queens,QN10,28,40.67770945,-73.8169503,POINT (-73.8169503 40.67770945),24016,62,3,46,64
Q5064,BARS,MERRICK BLVD & 119TH AVE,11434,Queens,QN12,27,40.68580609,-73.77314859,POINT (-73.77314859 40.68580609),24669,41,3,6,71
B4023,ERS,FLATLANDS AVE & SHEPHERD AVE,11208,Brooklyn,BK05,42,40.65870884,-73.87242691,POINT (-73.87242691 40.65870884),17215,45,2,25,47
X3524,ERS,BAINBRIDGE AVE & E 201 ST,10458,Bronx,BX07,11,40.87138246,-73.88378113,POINT (-73.88378113 40.87138246),10936,24,5,40,34
B2213,ERS,AVENUE A & E 91 ST,11236,Brooklyn,BK17,42,40.65165383,-73.91736939,POINT (-73.91736939 40.65165383),13827,61,2,25,40
Q5717,ERS,120 AVE & 200 ST,11412,Queens,QN12,27,40.69029262,-73.7504209,POINT (-73.7504209 40.69029262),15312,41,3,6,71
Q5248,BARS,HILLSIDE AVE & 180 ST,11432,Queens,QN12,27,40.71293755,-73.78262547,POINT (-73.78262547 40.71293755),24340,25,3,24,65
B3918,ERS,GLENWOOD RD 300' E OF RUGBY RD,11230,Brooklyn,BK14,45,40.63247361,-73.96263731,POINT (-73.96263731 40.63247361),13513,60,2,26,43
Q9734,BARS,HARDING XWAY N & 220 ST,11364,Queens,QN11,23,40.7492304,-73.75831247,POINT (-73.75831247 40.7492304),14506,26,3,16,69
Q4813,BARS,JAMAICA AVE & 179 ST,11432,Queens,QN12,27,40.70807856,-73.78235509,POINT (-73.78235509 40.70807856),24668,41,3,6,61
B1525,ERS,BEVERLEY RD & E 7 ST,11218,Brooklyn,BK12,39,40.64345608,-73.97271969,POINT (-73.97271969 40.64345608),17620,2,2,27,39
M0245,ERS,E BROADWAY 300' W OF GRAND ST,10002,Manhattan,MN03,1,40.71452086,-73.98350576,POINT (-73.98350576 40.71452086),11723,70,4,32,4
M1247,ERS,2 AVE & E 97 ST,10029,Manhattan,MN11,8,40.78494138,-73.94658818,POINT (-73.94658818 40.78494138),12426,7,4,35,14
Q6525,BARS,168 ST & 84 AVE/ADAMS AVE,11432,Queens,QN08,24,40.7157624,-73.7973786,POINT (-73.7973786 40.7157624),24340,25,3,24,65
X2577,ERS,WOODYCREST AVE & W 167 ST,10452,Bronx,BX04,16,40.83630572,-73.92516675,POINT (-73.92516675 40.83630572),10930,50,5,42,27
Q2141,ERS,107 AVE & 92 ST,11417,Queens,QN10,32,40.67853349,-73.84608152,POINT (-73.84608152 40.67853349),24013,62,3,41,64
R3474,ERS,AMBOY RD & GREAT KILLS RD,10308,Staten Island,SI03,51,40.55156259,-74.14529299,POINT (-74.14529299 40.55156259),10695,15,1,9,76
Q8730,BARS,109 AVE & 220 ST,11429,Queens,QN13,27,40.70833426,-73.73646827,POINT (-73.73646827 40.70833426),24338,63,3,6,63
R0230,BARS,MURRAY HULBERT AV & VICTORY BLVD,10301,Staten Island,SI01,49,40.63786123,-74.07373949,POINT (-74.07373949 40.63786123),10691,4,1,13,74
Q1238,ERS,FREEWAY & BEACH 54 ST,11691,Queens,QN14,31,40.59206306,-73.78403368,POINT (-73.78403368 40.59206306),20530,51,3,47,59
